5
[F0, G_req1?x, F1]
 [Q144, G_req1?y, Q57] 
 [Q145, G_rel2!y, Q185] 
 [Q145, G_rel1!y, Q187] 
 [Q145, G_rel1!y, Q188] 
 [Q145, G_req2?y, F179] 
 [Q146, G_rel2!y, Q186] 
 [Q146, A_as_y_1, Q188] 
 [Q146, G_req2?y, F180] 
 [Q146, G_req1?y, Q146] 
 [Q146, G_req1?y, Q57] 
 [Q147, G_rel1!y, Q189] 
 [Q147, A_as_y_1, Q187] 
 [Q147, G_req2?y, Q147] 
 [Q147, G_req2?y, F181] 
 [Q147, G_req1?y, Q61] 
 [Q148, G_rel1!y, Q189] 
 [Q148, A_as_y_1, Q188] 
 [Q148, G_req2?y, Q148] 
 [Q148, G_req2?y, F182] 
 [Q148, G_req1?y, Q60] 
 [Q149, G_req2?y, Q183] 
 [Q149, G_req2?y, Q189] 
 [Q149, G_req1?y, Q65] 
 [Q149, G_req1?y, Q63] 
 [Q150, A_as_y_1, Q190] 
 [Q150, G_req2?y, Q82] 
 [Q150, G_req2?y, Q67] 
 [Q150, G_req1?y, Q150] 
 [Q150, G_req1?y, F191] 
 [Q151, A_as_y_1, Q192] 
 [Q151, G_req2?y, Q83] 
 [Q151, G_req2?y, Q68] 
 [Q151, G_req1?y, Q151] 
 [Q151, G_req1?y, F191] 
 [Q152, G_rel2!y, Q190] 
 [Q152, G_rel1!y, Q193] 
 [Q152, G_req2?y, Q84] 
 [Q152, G_req1?y, F194] 
 [F153, G_rel2!y, F191] 
 [F153, A_as_y_1, F194] 
 [F153, A_as_y_1, F195] 
 [F153, G_req2?y, F85] 
 [F153, G_req1?y, F153] 
 [Q154, G_rel2!y, Q192] 
 [Q154, G_rel1!y, Q196] 
 [Q154, G_req2?y, Q86] 
 [Q154, G_req1?y, F195] 
 [Q155, A_as_y_1, Q193] 
 [Q155, G_req2?y, Q87] 
 [Q155, G_req2?y, Q155] 
 [Q155, G_req1?y, Q67] 
 [Q155, G_req1?y, F197] 
 [F156, G_rel1!y, F197] 
 [F156, A_as_y_1, F194] 
 [F156, A_as_y_1, F198] 
 [F156, G_req2?y, F88] 
 [F156, G_req2?y, F156] 
 [F156, G_req1?y, F156] 
 [F157, G_rel1!y, F199] 
 [F157, A_as_y_1, F195] 
 [F157, A_as_y_1, F198] 
 [F157, G_req2?y, F89] 
 [F157, G_req2?y, F157] 
 [F157, G_req1?y, F157] 
 [Q158, A_as_y_1, Q196] 
 [Q158, G_req2?y, Q90] 
 [Q158, G_req2?y, Q158] 
 [Q158, G_req1?y, Q68] 
 [Q158, G_req1?y, F199] 
 [Q159, A_as_y_1, Q200] 
 [Q159, G_req2?y, F197] 
 [Q159, G_req2?y, Q91] 
 [Q159, G_req1?y, Q70] 
 [Q159, G_req1?y, Q159] 
 [Q160, G_rel1!y, Q200] 
 [Q160, G_rel1!y, Q201] 
 [Q160, G_req2?y, F198] 
 [Q160, G_req2?y, Q92] 
 [Q161, A_as_y_1, Q201] 
 [Q161, G_req2?y, F199] 
 [Q161, G_req2?y, Q93] 
 [Q161, G_req1?y, Q161] 
 [Q161, G_req1?y, Q70] 
 [Q162, G_rel2!y, Q190] 
 [Q162, G_rel1!y, Q202] 
 [Q162, G_req2?y, Q75] 
 [Q162, G_req1?y, F203] 
 [F163, G_rel2!y, F191] 
 [F163, A_as_y_1, F203] 
 [F163, A_as_y_1, F204] 
 [F163, G_req2?y, F76] 
 [F163, G_req1?y, F163] 
 [Q164, G_rel2!y, Q192] 
 [Q164, G_rel1!y, Q205] 
 [Q164, G_req2?y, Q77] 
 [Q164, G_req1?y, F204] 
 [Q165, G_rel2!y, Q193] 
 [Q165, G_rel2!y, Q202] 
 [Q165, G_req1?y, Q73] 
 [Q165, G_req1?y, F206] 
 [F166, G_rel2!y, F194] 
 [F166, G_rel2!y, F203] 
 [F166, G_rel1!y, F206] 
 [F166, A_as_y_1, F207] 
 [F166, G_req1?y, F166] 
 [F167, G_rel2!y, F195] 
 [F167, G_rel2!y, F204] 
 [F167, G_rel1!y, F208] 
 [F167, A_as_y_1, F207] 
 [F167, G_req1?y, F167] 
 [Q168, G_rel2!y, Q196] 
 [Q168, G_rel2!y, Q205] 
 [Q168, G_req1?y, F208] 
 [Q168, G_req1?y, Q74] 
 [F169, G_rel2!y, F197] 
 [F169, A_as_y_1, F209] 
 [F169, A_as_y_1, F206] 
 [F169, G_req2?y, F169] 
 [F169, G_req1?y, F169] 
 [F169, G_req1?y, F76] 
 [F170, G_rel2!y, F198] 
 [F170, G_rel1!y, F209] 
 [F170, G_rel1!y, F210] 
 [F170, A_as_y_1, F207] 
 [F170, G_req2?y, F170] 
 [F171, G_rel2!y, F199] 
 [F171, A_as_y_1, F208] 
 [F171, A_as_y_1, F210] 
 [F171, G_req2?y, F171] 
 [F171, G_req1?y, F171] 
 [F171, G_req1?y, F76] 
 [Q172, G_rel2!y, Q200] 
 [Q172, G_rel1!y, Q211] 
 [Q172, G_req2?y, F209] 
 [Q172, G_req1?y, Q80] 
 [Q173, G_rel2!y, Q201] 
 [Q173, G_rel1!y, Q211] 
 [Q173, G_req2?y, F210] 
 [Q173, G_req1?y, Q79] 
 [Q174, A_as_y_1, Q202] 
 [Q174, G_req2?y, Q87] 
 [Q174, G_req2?y, Q174] 
 [Q174, G_req1?y, Q82] 
 [Q174, G_req1?y, F212] 
 [F175, G_rel1!y, F212] 
 [F175, A_as_y_1, F213] 
 [F175, A_as_y_1, F203] 
 [F175, G_req2?y, F88] 
 [F175, G_req2?y, F175] 
 [F175, G_req1?y, F175] 
 [F176, G_rel1!y, F214] 
 [F176, A_as_y_1, F213] 
 [F176, A_as_y_1, F204] 
 [F176, G_req2?y, F176] 
 [F176, G_req2?y, F89] 
 [F176, G_req1?y, F176] 
 [Q177, A_as_y_1, Q205] 
 [Q177, G_req2?y, Q177] 
 [Q177, G_req2?y, Q90] 
 [Q177, G_req1?y, Q83] 
 [Q177, G_req1?y, F214] 
 [F178, G_rel2!y, F212] 
 [F178, A_as_y_1, F215] 
 [F178, A_as_y_1, F206] 
 [F178, G_req2?y, F178] 
 [F178, G_req1?y, F178] 
 [F178, G_req1?y, F85] 
 [F179, G_rel2!y, F213] 
 [F179, G_rel1!y, F215] 
 [F179, G_rel1!y, F216] 
 [F179, A_as_y_1, F207] 
 [F179, G_req2?y, F179] 
 [F180, G_rel2!y, F214] 
 [F180, A_as_y_1, F208] 
 [F180, A_as_y_1, F216] 
 [F180, G_req2?y, F180] 
 [F180, G_req1?y, F180] 
 [F180, G_req1?y, F85] 
 [F181, G_rel1!y, F217] 
 [F181, A_as_y_1, F209] 
 [F181, A_as_y_1, F215] 
 [F181, G_req2?y, F181] 
 [F181, G_req1?y, F89] 
 [F182, G_rel1!y, F217] 
 [F182, A_as_y_1, F210] 
 [F182, A_as_y_1, F216] 
 [F182, G_req2?y, F182] 
 [F182, G_req1?y, F88] 
 [Q183, A_as_y_1, Q211] 
 [Q183, G_req2?y, Q183] 
 [Q183, G_req2?y, F217] 
 [Q183, G_req1?y, Q91] 
 [Q183, G_req1?y, Q93] 
 [Q184, A_as_y_1, Q218] 
 [Q184, G_req2?y, F212] 
 [Q184, G_req2?y, Q101] 
 [Q184, G_req1?y, Q184] 
 [Q184, G_req1?y, Q95] 
 [Q185, G_rel1!y, Q218] 
 [Q185, G_rel1!y, Q219] 
 [Q185, G_req2?y, F213] 
 [Q185, G_req2?y, Q102] 
 [Q186, A_as_y_1, Q219] 
 [Q186, G_req2?y, F214] 
 [Q186, G_req2?y, Q103] 
 [Q186, G_req1?y, Q186] 
 [Q186, G_req1?y, Q95] 
 [Q187, G_rel2!y, Q218] 
 [Q187, G_rel1!y, Q220] 
 [Q187, G_req2?y, F215] 
 [Q187, G_req1?y, Q99] 
 [Q188, G_rel2!y, Q219] 
 [Q188, G_rel1!y, Q220] 
 [Q188, G_req2?y, F216] 
 [Q188, G_req1?y, Q98] 
 [Q189, A_as_y_1, Q220] 
 [Q189, G_req2?y, F217] 
 [Q189, G_req2?y, Q189] 
 [Q189, G_req1?y, Q101] 
 [Q189, G_req1?y, Q103] 
 [Q190, G_rel1!y, Q221] 
 [Q190, G_req2?y, Q128] 
 [Q190, G_req2?y, Q109] 
 [Q190, G_req1?y, F222] 
 [F191, A_as_y_1, F222] 
 [F191, A_as_y_1, F223] 
 [F191, G_req2?y, F129] 
 [F191, G_req2?y, F110] 
 [F191, G_req1?y, F191] 
 [Q192, G_rel1!y, Q224] 
 [Q192, G_req2?y, Q130] 
 [Q192, G_req2?y, Q111] 
 [Q192, G_req1?y, F223] 
 [Q193, G_rel2!y, Q221] 
 [Q193, G_req2?y, Q131] 
 [Q193, G_req1?y, F225] 
 [Q193, G_req1?y, Q107] 
 [F194, G_rel2!y, F222] 
 [F194, G_rel1!y, F225] 
 [F194, A_as_y_1, F226] 
 [F194, G_req2?y, F132] 
 [F194, G_req1?y, F194] 
 [F195, G_rel2!y, F223] 
 [F195, G_rel1!y, F227] 
 [F195, A_as_y_1, F226] 
 [F195, G_req2?y, F133] 
 [F195, G_req1?y, F195] 
 [Q196, G_rel2!y, Q224] 
 [Q196, G_req2?y, Q134] 
 [Q196, G_req1?y, F227] 
 [Q196, G_req1?y, Q108] 
 [F197, A_as_y_1, F225] 
 [F197, A_as_y_1, F228] 
 [F197, G_req2?y, F197] 
 [F197, G_req2?y, F135] 
 [F197, G_req1?y, F197] 
 [F197, G_req1?y, F110] 
 [F198, G_rel1!y, F228] 
 [F198, G_rel1!y, F229] 
 [F198, A_as_y_1, F226] 
 [F198, G_req2?y, F198] 
 [F198, G_req2?y, F136] 
 [F199, A_as_y_1, F227] 
 [F199, A_as_y_1, F229] 
 [F199, G_req2?y, F199] 
 [F199, G_req2?y, F137] 
 [F199, G_req1?y, F199] 
 [F199, G_req1?y, F110] 
 [Q200, G_rel1!y, Q230] 
 [Q200, G_req2?y, F228] 
 [Q200, G_req2?y, Q138] 
 [Q200, G_req1?y, Q114] 
 [Q201, G_rel1!y, Q230] 
 [Q201, G_req2?y, F229] 
 [Q201, G_req2?y, Q139] 
 [Q201, G_req1?y, Q113] 
 [Q202, G_rel2!y, Q221] 
 [Q202, G_req2?y, Q121] 
 [Q202, G_req1?y, Q116] 
 [Q202, G_req1?y, F231] 
 [F203, G_rel2!y, F222] 
 [F203, G_rel1!y, F231] 
 [F203, A_as_y_1, F232] 
 [F203, G_req2?y, F122] 
 [F203, G_req1?y, F203] 
 [F204, G_rel2!y, F223] 
 [F204, G_rel1!y, F233] 
 [F204, A_as_y_1, F232] 
 [F204, G_req2?y, F123] 
 [F204, G_req1?y, F204] 
 [Q205, G_rel2!y, Q224] 
 [Q205, G_req2?y, Q124] 
 [Q205, G_req1?y, Q117] 
 [Q205, G_req1?y, F233] 
 [F206, G_rel2!y, F225] 
 [F206, G_rel2!y, F231] 
 [F206, A_as_y_1, F234] 
 [F206, G_req1?y, F119] 
 [F206, G_req1?y, F206] 
 [F207, G_rel2!y, F226] 
 [F207, G_rel2!y, F232] 
 [F207, G_rel1!y, F234] 
 [F207, G_rel1!y, F235] 
 [F208, G_rel2!y, F227] 
 [F208, G_rel2!y, F233] 
 [F208, A_as_y_1, F235] 
 [F208, G_req1?y, F208] 
 [F208, G_req1?y, F119] 
 [F209, G_rel2!y, F228] 
 [F209, G_rel1!y, F236] 
 [F209, A_as_y_1, F234] 
 [F209, G_req2?y, F209] 
 [F209, G_req1?y, F123] 
 [F210, G_rel2!y, F229] 
 [F210, G_rel1!y, F236] 
 [F210, A_as_y_1, F235] 
 [F210, G_req2?y, F210] 
 [F210, G_req1?y, F122] 
 [Q211, G_rel2!y, Q230] 
 [Q211, G_req2?y, F236] 
 [Q211, G_req1?y, Q125] 
 [Q211, G_req1?y, Q127] 
 [F212, A_as_y_1, F231] 
 [F212, A_as_y_1, F237] 
 [F212, G_req2?y, F212] 
 [F212, G_req2?y, F135] 
 [F212, G_req1?y, F129] 
 [F212, G_req1?y, F212] 
 [F213, G_rel1!y, F237] 
 [F213, G_rel1!y, F238] 
 [F213, A_as_y_1, F232] 
 [F213, G_req2?y, F213] 
 [F213, G_req2?y, F136] 
 [F214, A_as_y_1, F233] 
 [F214, A_as_y_1, F238] 
 [F214, G_req2?y, F214] 
 [F214, G_req2?y, F137] 
 [F214, G_req1?y, F129] 
 [F214, G_req1?y, F214] 
 [F215, G_rel2!y, F237] 
 [F215, G_rel1!y, F239] 
 [F215, A_as_y_1, F234] 
 [F215, G_req2?y, F215] 
 [F215, G_req1?y, F133] 
 [F216, G_rel2!y, F238] 
 [F216, G_rel1!y, F239] 
 [F216, A_as_y_1, F235] 
 [F216, G_req2?y, F216] 
 [F216, G_req1?y, F132] 
 [F217, A_as_y_1, F236] 
 [F217, A_as_y_1, F239] 
 [F217, G_req2?y, F217] 
 [F217, G_req1?y, F135] 
 [F217, G_req1?y, F137] 
 [Q218, G_rel1!y, Q240] 
 [Q218, G_req2?y, Q147] 
 [Q218, G_req2?y, F237] 
 [Q218, G_req1?y, Q142] 
 [Q219, G_rel1!y, Q240] 
 [Q219, G_req2?y, Q148] 
 [Q219, G_req2?y, F238] 
 [Q219, G_req1?y, Q141] 
 [Q220, G_rel2!y, Q240] 
 [Q220, G_req2?y, F239] 
 [Q220, G_req1?y, Q144] 
 [Q220, G_req1?y, Q146] 
 [Q221, G_req2?y, Q155] 
 [Q221, G_req2?y, Q174] 
 [Q221, G_req1?y, F241] 
 [Q221, G_req1?y, Q150] 
 [F222, G_rel1!y, F241] 
 [F222, A_as_y_1, F242] 
 [F222, G_req2?y, F156] 
 [F222, G_req2?y, F175] 
 [F222, G_req1?y, F222] 
 [F223, G_rel1!y, F243] 
 [F223, A_as_y_1, F242] 
 [F223, G_req2?y, F176] 
 [F223, G_req2?y, F157] 
 [F223, G_req1?y, F223] 
 [Q224, G_req2?y, Q177] 
 [Q224, G_req2?y, Q158] 
 [Q224, G_req1?y, F243] 
 [Q224, G_req1?y, Q151] 
 [F225, G_rel2!y, F241] 
 [F225, A_as_y_1, F244] 
 [F225, G_req2?y, F178] 
 [F225, G_req1?y, F225] 
 [F225, G_req1?y, F153] 
 [F226, G_rel2!y, F242] 
 [F226, G_rel1!y, F244] 
 [F226, G_rel1!y, F245] 
 [F226, G_req2?y, F179] 
 [F227, G_rel2!y, F243] 
 [F227, A_as_y_1, F245] 
 [F227, G_req2?y, F180] 
 [F227, G_req1?y, F227] 
 [F227, G_req1?y, F153] 
 [F228, G_rel1!y, F246] 
 [F228, A_as_y_1, F244] 
 [F228, G_req2?y, F228] 
 [F228, G_req2?y, F181] 
 [F228, G_req1?y, F157] 
 [F229, G_rel1!y, F246] 
 [F229, A_as_y_1, F245] 
 [F229, G_req2?y, F229] 
 [F229, G_req2?y, F182] 
 [F229, G_req1?y, F156] 
 [Q230, G_req2?y, F246] 
 [Q230, G_req2?y, Q183] 
 [Q230, G_req1?y, Q161] 
 [Q230, G_req1?y, Q159] 
 [F231, G_rel2!y, F241] 
 [F231, A_as_y_1, F247] 
 [F231, G_req2?y, F169] 
 [F231, G_req1?y, F163] 
 [F231, G_req1?y, F231] 
 [F232, G_rel2!y, F242] 
 [F232, G_rel1!y, F247] 
 [F232, G_rel1!y, F248] 
 [F232, G_req2?y, F170] 
 [F233, G_rel2!y, F243] 
 [F233, A_as_y_1, F248] 
 [F233, G_req2?y, F171] 
 [F233, G_req1?y, F163] 
 [F233, G_req1?y, F233] 
 [F234, G_rel2!y, F244] 
 [F234, G_rel2!y, F247] 
 [F234, G_rel1!y, F249] 
 [F234, G_req1?y, F167] 
 [F235, G_rel2!y, F245] 
 [F235, G_rel2!y, F248] 
 [F235, G_rel1!y, F249] 
 [F235, G_req1?y, F166] 
 [F236, G_rel2!y, F246] 
 [F236, A_as_y_1, F249] 
 [F236, G_req2?y, F236] 
 [F236, G_req1?y, F169] 
 [F236, G_req1?y, F171] 
 [F237, G_rel1!y, F250] 
 [F237, A_as_y_1, F247] 
 [F237, G_req2?y, F181] 
 [F237, G_req2?y, F237] 
 [F237, G_req1?y, F176] 
 [F238, G_rel1!y, F250] 
 [F238, A_as_y_1, F248] 
 [F238, G_req2?y, F182] 
 [F238, G_req2?y, F238] 
 [F238, G_req1?y, F175] 
 [F239, G_rel2!y, F250] 
 [F239, A_as_y_1, F249] 
 [F239, G_req2?y, F239] 
 [F239, G_req1?y, F178] 
 [F239, G_req1?y, F180] 
 [Q240, G_req2?y, F250] 
 [Q240, G_req2?y, Q189] 
 [Q240, G_req1?y, Q184] 
 [Q240, G_req1?y, Q186] 
 [F241, A_as_y_1, F251] 
 [F241, G_req2?y, F212] 
 [F241, G_req2?y, F197] 
 [F241, G_req1?y, F241] 
 [F241, G_req1?y, F191] 
 [F242, G_rel1!y, F251] 
 [F242, G_rel1!y, F252] 
 [F242, G_req2?y, F213] 
 [F242, G_req2?y, F198] 
 [F243, A_as_y_1, F252] 
 [F243, G_req2?y, F214] 
 [F243, G_req2?y, F199] 
 [F243, G_req1?y, F243] 
 [F243, G_req1?y, F191] 
 [F244, G_rel2!y, F251] 
 [F244, G_rel1!y, F253] 
 [F244, G_req2?y, F215] 
 [F244, G_req1?y, F195] 
 [F245, G_rel2!y, F252] 
 [F245, G_rel1!y, F253] 
 [F245, G_req2?y, F216] 
 [F245, G_req1?y, F194] 
 [F246, A_as_y_1, F253] 
 [F246, G_req2?y, F246] 
 [F246, G_req2?y, F217] 
 [F246, G_req1?y, F197] 
 [F246, G_req1?y, F199] 
 [F247, G_rel2!y, F251] 
 [F247, G_rel1!y, F254] 
 [F247, G_req2?y, F209] 
 [F247, G_req1?y, F204] 
 [F248, G_rel2!y, F252] 
 [F248, G_rel1!y, F254] 
 [F248, G_req2?y, F210] 
 [F248, G_req1?y, F203] 
 [F249, G_rel2!y, F253] 
 [F249, G_rel2!y, F254] 
 [F249, G_req1?y, F208] 
 [F249, G_req1?y, F206] 
 [F250, A_as_y_1, F254] 
 [F250, G_req2?y, F217] 
 [F250, G_req2?y, F250] 
 [F250, G_req1?y, F212] 
 [F250, G_req1?y, F214] 
 [F251, G_rel1!y, F255] 
 [F251, G_req2?y, F228] 
 [F251, G_req2?y, F237] 
 [F251, G_req1?y, F223] 
 [F252, G_rel1!y, F255] 
 [F252, G_req2?y, F229] 
 [F252, G_req2?y, F238] 
 [F252, G_req1?y, F222] 
 [F253, G_rel2!y, F255] 
 [F253, G_req2?y, F239] 
 [F253, G_req1?y, F225] 
 [F253, G_req1?y, F227] 
 [F254, G_rel2!y, F255] 
 [F254, G_req2?y, F236] 
 [F254, G_req1?y, F231] 
 [F254, G_req1?y, F233] 
 [F255, G_req2?y, F246] 
 [F255, G_req2?y, F250] 
 [F255, G_req1?y, F241] 
 [F255, G_req1?y, F243]
done
6
[Q0_a, G_req1!x&G_req1?y, Q1_a]
[Q1_a, G_rel1?x&G_rel1!y, Q0_a]
[Q0_a, G_req2!x&G_req2?y, Q3_a]
[Q3_a, G_rel2?x&G_rel2!y, Q0_a]
[Q0_a, G_req3!x&G_req3?y, Q4_a]
[Q4_a, G_rel3?x&G_rel3!y, Q0_a]
[Q0_a, G_req4!x&G_req4?y, Q5_a]
[Q5_a, G_rel4?x&G_rel4!y, Q0_a]
[Q1_a, G_rel2?x&G_rel2!y, F2_a]
[Q1_a, G_rel3?x&G_rel3!y, F2_a]
[Q1_a, G_rel4?x&G_rel4!y, F2_a]
[Q3_a, G_rel1?x&G_rel1!y, F2_a]
[Q3_a, G_rel3?x&G_rel3!y, F2_a]
[Q3_a, G_rel4?x&G_rel4!y, F2_a]
[Q4_a, G_rel2?x&G_rel2!y, F2_a]
[Q4_a, G_rel1?x&G_rel1!y, F2_a]
[Q4_a, G_rel4?x&G_rel4!y, F2_a]
[Q5_a, G_rel2?x&G_rel2!y, F2_a]
[Q5_a, G_rel3?x&G_rel3!y, F2_a]
[Q5_a, G_rel1?x&G_rel1!y, F2_a]
done
